Id,SalePrice
1461,120023.91170732859
1462,164821.84053264928
1463,186396.34797296938
1464,199402.40478016433
1465,186424.40330607106
1466,169045.85124338907
1467,174599.58482648747
1468,159688.9333786758
1469,186854.9882786568
1470,127284.34722983949
1471,186444.15741184846
1472,97813.47842230444
1473,97089.33023590232
1474,146453.73399848663
1475,109385.48708477632
1476,352610.6864358538
1477,251205.48653229652
1478,281603.86384563695
1479,284601.3536659854
1480,491231.75963444874
1481,322961.5710140466
1482,208175.49698255034
1483,182559.44114675044
1484,164343.885499611
1485,187569.63609975736
1486,195115.57996354997
1487,332138.5558215895
1488,227864.02637872734
1489,195709.72296756317
1490,240213.79732499737
1491,196313.20701443063
1492,93913.4141758424
1493,185193.0494011926
1494,281485.37758648745
1495,290183.0099112015
1496,239714.21750326236
1497,179327.92304686247
1498,170543.73688300693
1499,163245.78666511012
1500,159360.1681448215
1501,177628.32956314075
1502,140195.1272860707
1503,286134.77940524736
1504,239660.51484501496
1505,224072.70529669808
1506,185297.33345096788
1507,253238.4502781459
1508,199116.34128592297
1509,165189.09593578867
1510,145091.38701825007
1511,149028.04996144923
1512,172364.45809493528
1513,139331.22004129973
1514,162884.8161716589
1515,200459.84959062285
1516,151813.86774919598
1517,167834.67097276144
1518,127641.39238874293
1519,215157.77423386875
1520,131070.41986003124
1521,133188.62023679103
1522,172936.56330317463
1523,112856.28655154936
1524,124378.23721305019
1525,124171.54124918161
1526,116864.04733472069
1527,105233.16323020161
1528,136524.2561258044
1529,153807.0309261788
1530,187706.9245552584
1531,111729.77223861481
1532,93183.59131281762
1533,146987.43285683612
1534,120354.74420944128
1535,151098.12327638577
1536,107571.78801454767
1537,63445.71577042613
1538,160735.0884910722
1539,191839.4166056794
1540,96205.81305554684
1541,148472.20112370857
1542,141697.11312737275
1543,197425.61870163406
1544,88511.99565973989
1545,117147.10936652745
1546,134199.58861110025
1547,142513.11821327786
1548,137170.14612356946
1549,120161.69224771377
1550,129785.77492134634
1551,104096.32529617116
1552,134685.87945006034
1553,147406.09429818657
1554,115776.90162935338
1555,161806.4255632838
1556,91309.60217396433
1557,103598.88532288381
1558,98337.86062383963
1559,78896.1776768116
1560,129283.15222699293
1561,133017.93213320628
1562,129346.45359233663
1563,117877.8192343443
1564,156707.77286434587
1565,148540.50071326917
1566,248377.42056089078
1567,77492.69088111196
1568,237420.11763111808
1569,125378.36855126938
1570,135145.49670575667
1571,120689.99721406015
1572,144851.8754005043
1573,244194.9991945812
1574,115846.90505466003
1575,227912.06193122946
1576,255536.80044099674
1577,178694.144520651
1578,142040.86172250504
1579,147408.9332962374
1580,188919.41735856506
1581,152210.86984387782
1582,124948.64282952905
1583,307084.9490451957
1584,212724.73732410255
1585,140098.39309670177
1586,75435.02742196473
1587,104304.34421554068
1588,150847.61480053316
1589,99284.40873589694
1590,133750.57294609954
1591,93889.78415633498
1592,109011.90180756443
1593,121853.9275401024
1594,136248.53331525813
1595,99112.690536366
1596,218726.3987632537
1597,197346.67175967302
1598,226530.56267677876
1599,166627.57394024968
1600,155981.78110019088
1601,69236.0121252304
1602,110783.68812966355
1603,94903.11055243583
1604,252708.74286954518
1605,242565.44057985046
1606,171028.0782783649
1607,166525.75480086845
1608,207896.9006420637
1609,179013.87979513314
1610,150950.30886102104
1611,135312.32619511554
1612,172913.62778374096
1613,161236.02420751276
1614,117032.17287151866
1615,93324.95685360795
1616,78221.0492426815
1617,93027.14747364103
1618,125014.89459001533
1619,139636.03581246408
1620,155058.61263894234
1621,140718.32077176392
1622,136522.40127670986
1623,262701.74435758276
1624,223803.52393430655
1625,117135.63179764706
1626,165880.9481451075
1627,192020.19337178292
1628,277514.5169696032
1629,183767.735512727
1630,381814.4920178013
1631,223026.60975974944
1632,243491.76190561993
1633,169672.2004845082
1634,188007.06034172737
1635,176426.8487396242
1636,151902.2729620899
1637,207669.24138433035
1638,183859.77820438606
1639,180693.7418473575
1640,252950.2808378671
1641,175798.91113262504
1642,237591.15785975364
1643,217903.87301038104
1644,238177.5515430006
1645,200764.89532222576
1646,158592.29621766455
1647,154375.54093948097
1648,127093.76492234685
1649,139675.13530289842
1650,116472.64230874513
1651,123763.40950134303
1652,98050.74356951941
1653,103351.7474420642
1654,141577.8603582643
1655,136380.13319994163
1656,140615.4214158804
1657,145127.43032041212
1658,144768.4009206201
1659,117362.43633446637
1660,151633.83421812824
1661,442289.568879942
1662,385154.704777321
1663,377159.19739953143
1664,516319.7250926552
1665,294084.72224994027
1666,326436.3486506229
1667,374041.5629087235
1668,329468.9440307778
1669,303090.1172265538
1670,341086.04877189075
1671,260326.2576810604
1672,425726.4877182568
1673,290201.6529063273
1674,241348.28961655597
1675,197989.12100715915
1676,198388.59496249977
1677,219150.14649004955
1678,502768.49445028364
1679,387737.62617901614
1680,328688.14166908455
1681,236784.6179991617
1682,311150.74190601404
1683,181568.43629874574
1684,175311.77751905395
1685,171391.7662754317
1686,169521.02704716474
1687,170075.0954585432
1688,194028.5931078236
1689,190229.9809161408
1690,194977.4058113218
1691,182729.65537189523
1692,257026.31682389948
1693,170171.67723556323
1694,181800.7562088135
1695,164266.4417339294
1696,269744.147673418
1697,168065.09459501083
1698,362045.2860725376
1699,312628.2795193518
1700,258595.41022727286
1701,271838.17264707625
1702,252500.15524061857
1703,244942.27020432055
1704,287668.1908462391
1705,234078.15690448813
1706,453376.63385624887
1707,210726.56134881708
1708,200144.7615562777
1709,271010.1668972684
1710,220998.2031857332
1711,275829.9568392973
1712,260023.9213506551
1713,275044.2675230869
1714,227857.88413268773
1715,211439.0752838285
1716,183618.9736459743
1717,169883.79128631824
1718,137216.35787738368
1719,206212.90483188463
1720,235692.9323282532
1721,159219.6332198118
1722,128623.43762682367
1723,154895.8476225293
1724,204766.41824770908
1725,236907.4830557848
1726,188792.02686306875
1727,154983.00298029667
1728,172265.44812837805
1729,170964.14274158908
1730,156427.38323357282
1731,119231.35977360014
1732,123755.91450372073
1733,111383.67516281745
1734,121721.80884357201
1735,127439.8479480382
1736,110724.29211241164
1737,330427.96483089396
1738,253042.36243089
1739,253917.0126876919
1740,212921.09962740573
1741,189341.0259371704
1742,178319.6621472677
1743,180668.78203970956
1744,310077.5495405626
1745,228018.78045793387
1746,177868.0710438686
1747,220355.92735019384
1748,217352.52651726909
1749,146133.46056476186
1750,129394.39292428753
1751,248869.96278216125
1752,116252.42194497591
1753,148008.0476997831
1754,190873.7226113784
1755,170296.6342353843
1756,126726.57808976619
1757,120446.66865024877
1758,141381.28652852797
1759,165319.46055305662
1760,165945.81563444564
1761,147301.30722328258
1762,178698.84790269102
1763,178016.6906597977
1764,119194.87607014323
1765,170218.5657533799
1766,181107.34183482325
1767,227409.37313468117
1768,142939.75646063825
1769,169107.89598798766
1770,151222.184489526
1771,128954.13728357536
1772,132245.28054029596
1773,128626.11188021478
1774,143475.44736702906
1775,141140.50247577106
1776,123193.23221707059
1777,109413.5152673492
1778,142028.29668705628
1779,118506.43108271346
1780,175301.14973054442
1781,130415.15202548857
1782,89722.4399259679
1783,150026.2948526375
1784,107342.45429207468
1785,124188.08153241636
1786,149171.56570587947
1787,166295.93315196806
1788,63914.55100182454
1789,105680.52648273797
1790,81644.5610169749
1791,182144.37888845912
1792,159590.40212773182
1793,131906.9873211607
1794,158704.56856439498
1795,138834.6880802224
1796,122046.2738507322
1797,116347.77321856406
1798,126087.64475196911
1799,112071.88604857597
1800,132871.31472028437
1801,130313.17261264364
1802,131589.55152249694
1803,147543.83762138794
1804,145091.85343549217
1805,134608.72100468716
1806,125271.10652560844
1807,135563.6897951607
1808,126486.02611710312
1809,122495.01297547274
1810,138500.79410545938
1811,92319.63721714268
1812,96307.75868882569
1813,125239.9521471243
1814,92383.49242688545
1815,59726.19058612757
1816,103499.69398894323
1817,104303.7694116159
1818,148503.41175961346
1819,119920.46894582087
1820,64282.9112565657
1821,110393.51760760865
1822,154158.97924933356
1823,60194.798735210476
1824,134257.62841916407
1825,131272.79616269408
1826,105857.0108722863
1827,104553.08320681906
1828,130688.32697154702
1829,125889.05644268903
1830,144496.33894414883
1831,153340.37562552537
1832,82092.5787118061
1833,135537.7603500293
1834,121081.76726543088
1835,125179.67052768171
1836,125949.19514068961
1837,97596.51896520506
1838,131915.44407299394
1839,97647.2850289163
1840,155529.82914624494
1841,141279.43090691775
1842,87647.35492092706
1843,134945.4308911084
1844,135769.10879259466
1845,146606.9370271208
1846,155424.24345731203
1847,169458.70890308448
1848,59968.128071066945
1849,110636.61979229168
1850,116131.2393369781
1851,157333.29250928533
1852,122210.37024175488
1853,132949.4787469837
1854,168610.06711361295
1855,167523.97362718152
1856,228045.3250386143
1857,141946.54338572553
1858,138509.3676891358
1859,116318.90088391694
1860,156465.23792533713
1861,115866.30748136877
1862,292174.8546860025
1863,272647.07602272695
1864,272733.82854042645
1865,348078.75441825204
1866,320652.67743384547
1867,224102.1736271414
1868,294581.06291708123
1869,200183.26968010268
1870,228638.90337760633
1871,245606.32936536925
1872,171701.1854676102
1873,255511.1035719861
1874,147033.90670603886
1875,203730.92228346577
1876,200826.49030197284
1877,214007.12718201295
1878,202384.48098794653
1879,133034.2940940494
1880,132187.0930841469
1881,258093.2597253556
1882,246038.16062276257
1883,186882.55626240134
1884,204312.12467101516
1885,235235.40968869964
1886,281187.20820331207
1887,213674.42942961445
1888,274944.69412244414
1889,173075.59093731982
1890,122842.12840026745
1891,131135.5460754439
1892,94501.03803960764
1893,135589.46731325012
1894,132453.02324929426
1895,137775.53578524844
1896,127020.84917147178
1897,114378.31435993033
1898,116734.20828145478
1899,166253.38695486542
1900,157134.31010484512
1901,184187.84049399264
1902,149308.66538713765
1903,213826.25454971028
1904,145816.00649715625
1905,195387.9032237739
1906,167314.37807426296
1907,201842.0036887827
1908,106581.26903354983
1909,132616.774005709
1910,118365.32310549285
1911,224513.7212575134
1912,360369.88143390394
1913,148047.20778544922
1914,73321.69321323768
1915,294071.4298673828
1916,71940.8664190128
1917,248338.5798493066
1918,140156.43378605734
1919,178100.77153564952
1920,153954.42212909425
1921,386513.7379463695
1922,313985.37148308306
1923,227725.92612332763
1924,246545.45448275105
1925,193874.93549855202
1926,390885.8449629706
1927,135250.2292522317
1928,152131.15810850702
1929,122377.46675576524
1930,132730.10298542827
1931,137858.6444432947
1932,142003.39424985292
1933,178806.13728298116
1934,179486.6438070777
1935,175579.06955260393
1936,193690.8552469453
1937,185840.16542091564
1938,171330.86429291128
1939,254227.8675230284
1940,184861.03050565554
1941,172062.3591047194
1942,189396.06405921857
1943,202787.3867278406
1944,343562.50884922396
1945,398203.552616423
1946,143315.06376050043
1947,316115.0935712299
1948,173961.6101899331
1949,247928.35711214584
1950,186615.43979931696
1951,251037.63204683943
1952,212190.94246192157
1953,168510.87054141687
1954,192319.5595323189
1955,139052.77547534302
1956,318597.40912495164
1957,153353.7964167595
1958,289333.16153824655
1959,144729.4185612895
1960,117287.2981951089
1961,121237.4091100052
1962,98720.32178658074
1963,107426.05178353433
1964,107169.04444202434
1965,141380.8317420335
1966,134890.66992142572
1967,299128.3904309478
1968,411681.9346401542
1969,381029.5919717324
1970,415584.00349661155
1971,467273.09391059086
1972,393460.4961553148
1973,265319.3007279868
1974,323135.93292472966
1975,525542.0537202009
1976,275094.5060135127
1977,353168.6182925057
1978,349364.2805097752
1979,325304.1480336418
1980,208543.1766340929
1981,343716.4662505588
1982,220182.36896370072
1983,203728.04734733244
1984,166435.31855649382
1985,226234.49510237973
1986,210672.13856091688
1987,173263.4393781847
1988,172920.64045224196
1989,191702.3261816901
1990,208105.81175687478
1991,231858.1506426819
1992,212020.70241453487
1993,168340.14437242982
1994,227449.07865343284
1995,183863.52218908916
1996,246740.77222601397
1997,304670.62935723906
1998,330366.0839418876
1999,264549.57460531563
2000,313468.66670199047
2001,262903.6138751333
2002,242104.85723955487
2003,270072.2330654369
2004,288946.60709826025
2005,222237.62595001128
2006,216073.76329638352
2007,253182.36011125514
2008,217050.23403917992
2009,200249.90901969542
2010,194147.6659630004
2011,144858.19409949135
2012,172368.15890169825
2013,182167.4634294826
2014,189010.08774303758
2015,215360.86699187075
2016,194417.39965731004
2017,193690.2580520534
2018,120545.73149778413
2019,136523.89056654915
2020,106241.72252874734
2021,105081.20705402172
2022,189828.02471873752
2023,143089.17140041606
2024,257816.5962692215
2025,333793.2769716444
2026,170487.7750451643
2027,159739.31164471357
2028,151076.12526270712
2029,166076.59185135225
2030,267892.90111110546
2031,235347.71976388834
2032,246052.55451083643
2033,253506.7761284476
2034,172161.6560901857
2035,224548.12710833803
2036,202359.60901082252
2037,211632.4136023165
2038,310858.80993849615
2039,239890.18242894663
2040,282275.5969052737
2041,277765.6778985214
2042,204613.3411230753
2043,175546.69170450844
2044,167744.25811358262
2045,207305.7759975183
2046,146298.95156947215
2047,144961.23824148506
2048,134986.63189577791
2049,140757.39979529477
2050,178476.3936759343
2051,102212.03251304198
2052,124832.82992065974
2053,146759.00088103322
2054,95574.6551463312
